,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Source: USCIS, data as of October 22, 2017. Notes:  All data are based on approved petitions during the fiscal year. Petitions approved in a fiscal year may be filed in previous fiscal years.  Per USCIS best practices, units of less than 10 beneficiaries are masked so as to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter H replaces the value in the total column where one could deduce the value of D.  While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different on the petition.  The L-1A nonimmigrant classification refers to intracompany transfers of corporate managers and executives. The L-1B nonimmigrant classification refers to intracompany transfers of employees who possess “specialized knowledge.” The LZ classification refers to “blanket” L petitions and may be used by entities involved in commercial trade or services. While the term “L-1” is used for visa issuance and admission purposes, USCIS uses the “A” and “B” distinctions internally for statistical and other purposes. ",,,,,,,,,,
Employer Tax ID (Last 4 Digits) ,Employer name,Employer Industry,Total Approved Petitions,Employment Type,Class Preference,Approved Petitions by Class Preference,,,,
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0263,TRANSCANADA USA SERVICES INC, ,27,Continuing,L1A,D,,,,980460263
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,H,,,, 
 , , , ,Initial,L1B,D,,,, 
6088,HEWLETT PACKARD SOFTWARE LLC, ,26,Continuing,L1A,11,,,,10886088
 , , , ,Continuing,L1B,15,,,, 
9960,ERICSSON INC,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,26,Continuing,L1A,17,,,,61119960
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8229,R SYSTEMS INC,Custom Computer Programming Services,26,Continuing,L1A,H,,,,680298229
 , , , ,Initial,L1A,D,,,, 
3946,BELL HELICOPTER TEXTRON INC, ,25,Continuing,L1B,D,,,,50393946
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,21,,,, 
5173,SMP AUTOMOTIVE SYSTEMS ALABAMA I, ,25,Continuing,L1A,D,,,,474185173
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,19,,,, 
1436,HP INC,Computer and Peripheral Equipment Manufacturing,25,Continuing,L1A,17,,,,941081436
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4017,KPIT INFOSYSTEMS INC,Custom Computer Programming Services,24,Continuing,L1A,D,,,,223604017
 , , , ,Continuing,L1B,12,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4455,AIR PRODUCTS AND CHEMICALS INC,OTHER,24,Continuing,L1A,D,,,,231274455
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1B,D,,,, 
2131,GLOBALFOUNDRIES U S INC,Semiconductor and Related Device Manufacturing,24,Continuing,L1A,12,,,,263122131
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1B,D,,,, 
9726,EDM USA INC,Masonry Contractors,24,Continuing,L1A,D,,,,800479726
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,15,,,, 
9959,UNITED STATES OF ARITZIA INC, ,24,Continuing,L1A,D,,,,980539959
 , , , ,Initial,L1A,H,,,, 
 , , , ,Initial,L1B,D,,,, 
8024,JETRO JAPAN EXTERNAL TRADE ORG, ,23,Continuing,L1A,10,,,,131768024
 , , , ,Initial,L1A,13,,,, 
3419,QUEST GLOBAL SERVICES-NA INC,Engineering Services,23,Continuing,L1A,D,,,,311393419
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1A,D,,,, 
1668,FISHER-ROSEMOUNT SYSTEMS INC,Relay and Industrial Control Manufacturing,23,Continuing,L1B,10,,,,431641668
 , , , ,Initial,L1B,13,,,, 
3357,CLEAN HARBORS EXPLORATION SVCS I, ,23,Continuing,L1B,D,,,,841713357
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,21,,,, 
9687,GD COPPER USA INC,Metal Service Centers and Other Metal Merchant Wholesalers,22,Continuing,L1A,D,,,,113809687
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1A,D,,,, 
4398,BARCLAYS SERVICES CORP,Investment Banking and Securities Dealing,22,Continuing,L1A,18,,,,133714398
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3832,NOVA CHEMICALS INC, ,22,Continuing,L1A,D,,,,363203832
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,13,,,, 
0345,CONOCOPHILLIPS COMPANY,Petroleum Refineries,22,Continuing,L1A,15,,,,730400345
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4614,AMADEUS NORTH AMERICA INC,Custom Computer Programming Services,22,Continuing,L1A,13,,,,760544614
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
7016,NOVARTIS INSTS FOR BIOMEDICAL RE,OTHER,21,Continuing,L1A,D,,,,20567016
 , , , ,Continuing,L1B,13,,,, 
3027,KING AUTOMATION INC, ,21,Initial,L1A,D,,,,202863027
 , , , ,Initial,L1B,20,,,, 
9481,HCENTIVE INC,Custom Computer Programming Services,21,Continuing,L1A,D,,,,270549481
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1A,D,,,, 
8842,ILLINOIS CENTRAL RAILROAD CO,Line-Haul Railroads,21,Continuing,L1A,D,,,,362728842
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4954,PERSISTENT SYSTEMS INC,Computer Systems Design Services,21,Continuing,L1A,14,,,,770584954
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9853,AUTODESK INC,Custom Computer Programming Services,21,Continuing,L1A,D,,,,942819853
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8147,PREVOST DIV OF VOLVO GROUP CANAD, ,20,Continuing,L1A,D,,,,141768147
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1B,D,,,, 
1980,THE PROCTER & GAMBLE COMPANY,All Other Miscellaneous Manufacturing,20,Continuing,L1A,D,,,,310411980
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9990,S C JOHNSON & SON INC,Other Basic Inorganic Chemical Manufacturing,20,Continuing,L1A,H,,,,390379990
 , , , ,Initial,L1A,D,,,, 
2993,THE H D D COMPANY INC, ,20,Initial,L1B,20,,,,680422993
5998,MORGAN STANLEY & CO LLC,Investment Banking and Securities Dealing,19,Continuing,L1A,D,,,,132655998
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9912,MACQUARIE HOLDINGS USA INC,Investment Banking and Securities Dealing,19,Continuing,L1A,16,,,,133789912
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
8880,GOLDMAN SACHS & CO,Investment Banking and Securities Dealing,19,Continuing,L1A,11,,,,135108880
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
9223,JOE & THE JUICE US HOLDINGS INC, ,19,Continuing,L1A,D,,,,300869223
 , , , ,Initial,L1A,14,,,, 
9547,J CO AMERICA CORP, ,19,Initial,L1A,D,,,,383989547
 , , , ,Initial,L1B,12,,,, 
4045,HONDA NORTH AMERICA INC, ,19,Continuing,L1A,D,,,,464684045
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4090,E I DU PONT DE NEMOURS AND COMPA,All Other Basic Organic Chemical Manufacturing,19,Continuing,L1A,11,,,,510014090
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0933,WESTINGHOUSE ELECTRIC COMPANY LL,"All Other Professional, Scientific, and Technical Services",19,Continuing,L1A,D,,,,522140933
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1B,D,,,, 
2680,GENERAL DYNAMICS LAND SYSTEMS CA, ,19,Continuing,L1B,D,,,,540582680
 , , , ,Initial,L1B,17,,,, 
8987,NATIONAL OILWELL VARCO L P,OTHER,19,Continuing,L1A,11,,,,760488987
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3746,ZENSAR TECHNOLOGIES INC,Custom Computer Programming Services,19,Continuing,L1A,H,,,,770283746
 , , , ,Initial,L1A,D,,,, 
4091,PREDATOR DRILLING INC, ,19,Initial,L1A,D,,,,813694091
 , , , ,Initial,L1B,12,,,, 
9638,ANHEUSER-BUSCH INBEV SERVICES LL,Breweries,19,Continuing,L1A,D,,,,900449638
 , , , ,Initial,L1A,17,,,, 
2698,HISENSE USA CORPORATION,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",19,Continuing,L1A,D,,,,954842698
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6650,CREDIT SUISSE SECURITIES USA LLC,Investment Banking and Securities Dealing,18,Continuing,L1A,13,,,,50546650
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6016,GRUPO PHOENIX CORPORATE SVCS LLC, ,18,Continuing,L1A,D,,,,200516016
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0702,THOMSON REUTERS MARKETS LLC,OTHER,18,Continuing,L1A,D,,,,204530702
 , , , ,Continuing,L1B,12,,,, 
6944,DOKA USA LTD, ,18,Continuing,L1A,D,,,,221866944
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,10,,,, 
9476,ADIENT SYSTEMS ENGINEERING LLC, ,18,Continuing,L1A,D,,,,383579476
 , , , ,Continuing,L1B,17,,,, 
7787,QUALCOMM TECHNOLOGIES INC,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,18,Continuing,L1A,H,,,,453157787
 , , , ,Continuing,L1B,D,,,, 
8082,TD SECURITIES USA LLC,Investment Banking and Securities Dealing,18,Continuing,L1A,10,,,,800958082
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6064,BALLY GAMING INC,Computer Systems Design Services,18,Continuing,L1A,D,,,,880276064
 , , , ,Continuing,L1B,17,,,, 
3254,CHIYODA INTERNATIONAL CORPORATIO,Pipeline Transportation of Natural Gas,18,Continuing,LZ,D,,,,910903254
 , , , ,Initial,L1B,17,,,, 
4947,CDK GLOBAL LLC,Other Computer Related Services,18,Continuing,L1A,D,,,,911674947
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,12,,,, 
4067,BROKEN HILL PROPRIETARY USA INC,Other Scientific and Technical Consulting Services,18,Continuing,L1A,14,,,,943144067
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6476,EXLSERVICE.COM LLC,Administrative Management and General Management Consulting Services,18,Continuing,L1A,13,,,,943326476
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
7963,CHINA EASTERN AIRLINES NA OFC, ,18,Continuing,L1A,D,,,,954317963
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1645,ROYAL CARIBBEAN CRUISES LTD,Coastal and Great Lakes Passenger Transportation,18,Continuing,L1A,D,,,,980081645
 , , , ,Initial,L1A,13,,,, 
0647,SYNTEL INC, ,18,Continuing,L1A,18,,,,980130647
2488,SIEMENS INDUSTRY INC,Engineering Services,17,Continuing,L1A,D,,,,132762488
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,13,,,, 
2910,RICHEMONT NORTH AMERICA INC,Other Miscellaneous Manufacturing,17,Continuing,L1A,D,,,,132852910
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7984,BLOOMBERG LP,All Other Information Services,17,Continuing,L1A,14,,,,133417984
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6470,CITIBANK NA,Investment Banking and Securities Dealing,17,Continuing,L1A,14,,,,135266470
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
6594,EXXONMOBIL RESEARCH & ENGRG CO,Oil and Gas Extraction,17,Continuing,L1A,11,,,,221456594
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0899,TARGET ENTERPRISE INC,All Other Miscellaneous Store Retailers (except Tobacco Stores),17,Continuing,L1A,11,,,,272670899
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
8440,ABBOTT LABORATORIES,Pharmaceutical Preparation Manufacturing,17,Continuing,L1A,12,,,,360698440
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
3607,INDORAMA VENTURES OLEFINS LLC,Petroleum Refineries,17,Continuing,L1A,12,,,,474993607
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
6778,CGI TECHNOLOGIES AND SOLUTIONS I,Computer Systems Design Services,17,Continuing,L1A,D,,,,540856778
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8145,JV DRIVER GROUP INC, ,17,Continuing,L1A,D,,,,680678145
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1843,CAMERON INTERNATIONAL CORPORATIO,Oil and Gas Field Machinery and Equipment Manufacturing,17,Continuing,L1A,D,,,,760451843
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6553,M-I LLC AKA M-I SWACO,Support Activities for Oil and Gas Operations,17,Continuing,L1A,D,,,,760596553
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,10,,,, 
2523,GLOBAL WIND SERVICE US INC, ,17,Initial,L1A,D,,,,821962523
 , , , ,Initial,L1B,16,,,, 
1653,ARICENT TECHNOLOGIES HOLDINGS LT,Computer Systems Design and Related Services,17,Continuing,L1A,D,,,,980341653
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
7770,TD BANK NATIONAL ASSOCIATION,Commercial Banking,16,Continuing,L1A,10,,,,10137770
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7434,CA INC INDUSTRY NAME CA TECHS,Other Computer Related Services,16,Continuing,L1A,D,,,,132857434
 , , , ,Continuing,L1B,10,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0509,BANK OF CHINA NEW YORK BRANCH,International Trade Financing,16,Continuing,L1A,16,,,,133090509
4069,BECHTEL OIL GAS AND CHEMICALS IN,Engineering Services,16,Continuing,L1A,D,,,,205784069
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7084,NOVARTIS PHARMACEUTICALS CORP,OTHER,16,Continuing,L1A,12,,,,221857084
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
9050,GLAXOSMITHKLINE LLC,Pharmaceutical Preparation Manufacturing,16,Continuing,L1A,11,,,,231099050
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7394,FCA US LLC,Motor Vehicle Manufacturing,16,Continuing,L1A,D,,,,270187394
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
2560,BARRY WEHMILLER COMPANIES INC,Packaging Machinery Manufacturing,16,Continuing,L1A,D,,,,430172560
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Initial,L1B,D,,,, 
7458,WONDER PORCELAIN GROUP LLC,Clay Product and Refractory Manufacturing,16,Continuing,L1A,D,,,,473657458
 , , , ,Initial,L1B,14,,,, 
2960,LIDL US OPERATIONS LLC, ,16,Continuing,L1A,H,,,,474232960
 , , , ,Initial,L1A,D,,,, 
9101,CHETU INC,Custom Computer Programming Services,16,Continuing,L1A,D,,,,650999101
 , , , ,Initial,L1A,11,,,, 
5866,MAMMOET USA NORTH INC, ,16,Continuing,L1A,D,,,,760635866
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
5898,CYPRESS SEMICONDUCTOR CORP,Semiconductor and Related Device Manufacturing,16,Continuing,L1A,D,,,,942885898
 , , , ,Continuing,L1B,12,,,, 
7296,MCKESSON CORP,"Other Professional, Scientific, and Technical Services",16,Continuing,L1A,D,,,,943207296
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8280,FLUOR ENTERPRISES INC,Other Heavy and Civil Engineering Construction,16,Continuing,L1A,D,,,,952758280
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4431,AIR CHINA LIMITED, ,16,Continuing,L1A,D,,,,980044431
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
 , , , ,Initial,LZ,D,,,, 
5435,MULTIMATIC TENNESSEE LLC, ,16,Continuing,L1B,D,,,,980335435
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
8010,BANK OF BARODA, ,15,Continuing,L1A,H,,,,132968010
 , , , ,Initial,L1A,D,,,, 
7812,WELSPUN PIPES INC,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,15,Continuing,L1A,D,,,,208027812
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3222,GENERAL MOTORS COMPANY,Motor Vehicle Manufacturing,15,Continuing,L1A,D,,,,270383222
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6528,WESTROCK SERVICES INC,Industrial Design Services,15,Continuing,L1A,D,,,,320116528
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0482,BROADCOM CORPORATION,Semiconductor and Related Device Manufacturing,15,Continuing,L1A,D,,,,330480482
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0628,MACHINEX TECHNOLOGIES INC, ,15,Continuing,L1A,D,,,,351980628
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0401,LORAM MAINTENANCE OF WAY INC,Support Activities for Rail Transportation,15,Continuing,L1B,D,,,,410950401
 , , , ,Initial,L1B,D,,,, 
9487,AMDOCS INC,Custom Computer Programming Services,15,Continuing,L1A,10,,,,431339487
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0709,BELL INTEGRATOR INC, ,15,Continuing,L1A,D,,,,464620709
 , , , ,Initial,L1A,D,,,, 
3460,LIDL US LLC,Other Management Consulting Services,15,Continuing,L1A,12,,,,680683460
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,LZ,D,,,, 
4409,WAL-MART ASSOCIATES INC,OTHER,15,Continuing,L1A,12,,,,710794409
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
3540,EXXONMOBIL DEVELOPMENT COMPANY,Oil and Gas Extraction,15,Continuing,L1A,D,,,,760573540
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
6589,MU SIGMA INC,"Management, Scientific, and Technical Consulting Services",15,Continuing,L1A,D,,,,760776589
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
1975,EBIX INC,Computer Systems Design Services,15,Continuing,L1A,D,,,,770021975
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3763,SIEMENS WIND POWER INC, ,15,Continuing,L1B,D,,,,813283763
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,12,,,, 
6591,MACOM CONNECTIVITY SOLUTIONS LLC,Semiconductor and Other Electronic Component Manufacturing,15,Continuing,L1A,D,,,,942586591
 , , , ,Continuing,L1B,H,,,, 
 , , , ,Continuing,LZ,D,,,, 
3545,CSC CONSULTING INC,Other Computer Related Services,14,Continuing,L1A,D,,,,42593545
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1861,SCHAEFER SYSTEMS INTL INC,Industrial Machinery and Equipment Merchant Wholesalers,14,Initial,L1B,14,,,,221851861
1573,DR REDDYS LABORATORIES INC,Pharmaceutical Preparation Manufacturing,14,Continuing,L1A,D,,,,223181573
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1392,SIEMENS POWER GENERATION SVC CO, ,14,Continuing,L1B,D,,,,251311392
 , , , ,Initial,L1B,11,,,, 
2071,GALAXE SOLUTIONS INC,Custom Computer Programming Services,14,Continuing,L1A,D,,,,270022071
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0018,ABB INC,"Power, Distribution, and Specialty Transformer Manufacturing",14,Continuing,L1A,D,,,,363100018
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0965,DIONA US INC,Custom Computer Programming Services,14,Continuing,L1A,D,,,,461060965
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
4631,VIVINT INC, ,14,Initial,L1A,D,,,,461854631
 , , , ,Initial,L1B,13,,,, 
9960,VERITAS TECHNOLOGIES LLC,Custom Computer Programming Services,14,Continuing,L1A,D,,,,472839960
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
9884,PLAYTEX MANUFACTURING INC, ,14,Continuing,L1B,D,,,,510369884
 , , , ,Initial,L1B,13,,,, 
3952,QUINTILES INC,Medicinal and Botanical Manufacturing,14,Continuing,L1A,11,,,,561323952
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
0825,HONDA MANUFACTURING OF ALABAMA L, ,14,Initial,L1B,14,,,,631240825
1864,SYMANTEC CORP,Custom Computer Programming Services,14,Continuing,L1A,D,,,,770181864
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
9618,COCA-COLA SOUTHWEST BEVERAGES LL, ,14,Initial,L1A,14,,,,813909618
7552,PCL CONSTRUCTION SVCS INC, ,14,Continuing,L1A,D,,,,840957552
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0633,FIRMENICH INC,All Other Miscellaneous Chemical Product and Preparation Manufacturing,13,Continuing,L1A,D,,,,135560633
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
2092,JOHNSON & JOHNSON CONSUMER INC,Pharmaceutical and Medicine Manufacturing,13,Continuing,L1A,D,,,,221922092
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3740,SKF USA INC,Ball and Roller Bearing Manufacturing,13,Continuing,L1A,D,,,,231043740
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
5902,WESTINGHOUSE AIR BRAKE TECHS COR, ,13,Continuing,L1A,D,,,,251615902
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7617,ROCKWELL AUTOMATION INC,Relay and Industrial Control Manufacturing,13,Continuing,L1A,D,,,,251797617
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
3176,ROBERT BOSCH LLC,Motor Vehicle Parts Manufacturing,13,Continuing,L1A,D,,,,362903176
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1444,AXISCADES INC,Engineering Services,13,Continuing,L1A,D,,,,363521444
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
0038,WHIRLPOOL CORP,Major Household Appliance Manufacturing,13,Continuing,L1A,D,,,,381490038
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
2131,LM WIND POWER BLADES ND INC, ,13,Continuing,L1A,D,,,,450452131
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
7897,SUTHERLAND HEALTHCARE SOLNS INC,Other Computer Related Services,13,Continuing,L1A,D,,,,510437897
 , , , ,Initial,L1A,12,,,, 
6796,CMC AMERICAS INC,Custom Computer Programming Services,13,Continuing,L1A,H,,,,721196796
 , , , ,Continuing,L1B,D,,,, 
0999,PRECISION DRILLING COMPANY LP, ,13,Continuing,L1A,D,,,,760590999
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
5409,STANDARD CHARTERED BANK,Commercial Banking,13,Continuing,L1A,D,,,,941595409
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
7549,NVIDIA CORP,Electronic Computer Manufacturing,13,Continuing,L1A,D,,,,943177549
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1B,D,,,, 
1390,LOGOPLASTE USA INC, ,12,Continuing,L1A,D,,,,30611390
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
4380,RED HAT INC,Computer Systems Design Services,12,Continuing,L1A,D,,,,61364380
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Continuing,LZ,D,,,, 
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
2798,AMERICAN AIRLINES INC,Scheduled Passenger Air Transportation,12,Continuing,L1B,D,,,,131502798
 , , , ,Initial,L1A,D,,,, 
 , , , ,Initial,L1B,D,,,, 
2290,CRANE CO,Fluid Power Valve and Hose Fitting Manufacturing,12,Continuing,L1A,D,,,,131952290
 , , , ,Continuing,L1B,D,,,, 
 , , , ,Initial,L1A,D,,,, 
